doc_id,key,premise,hypothesis,label,label_binary
450,nda-10,,Receiving Party shall not disclose the fact that Agreement was agreed or negotiated.,NotMentioned,0
290,nda-3,"If Confidential Information is transmitted orally, the Disclosing Party shall promptly provide a writing indicating that such oral communication constituted Confidential Information.",Confidential Information may include verbally conveyed information.,Entailment,0
472,nda-10,,Receiving Party shall not disclose the fact that Agreement was agreed or negotiated.,NotMentioned,0
353,nda-13,,Receiving Party may acquire information similar to Confidential Information from a third party.,NotMentioned,0
221,nda-18,,Receiving Party shall not solicit some of Disclosing Party's representatives.,NotMentioned,0
110,nda-1,,All Confidential Information shall be expressly identified by the Disclosing Party.,NotMentioned,0
173,nda-19,7. The provisions of this Agreement shall remain in full force and effect beginning as of the Effective Date and shall continue with respect to a Receiving Party for as long as it retains the Confidential Information in its possession and for three (3) years thereafter.,Some obligations of Agreement may survive termination of Agreement.,Entailment,0
578,nda-7,"The Receiving Party may disclose Confidential Information on a need to know basis to its and its affiliates’ officers, directors, employees, consultants and advisors (including, without limitation, financial advisors, investment banks, the agents and lenders under the Receiving Party’s existing credit facilities, attorneys and accountants) (“Representatives”) who have a need to know such information for purposes of evaluation and completion of the Transaction; provided that such Representatives shall be bound by terms of confidentiality and non-use consistent with those set forth in this Agreement.","Receiving Party may share some Confidential Information with some third-parties (including consultants, agents and professional advisors).",Entailment,0
163,nda-3,"Nothing disclosed under this Agreement is considered Proprietary Information unless (b) is received in intangible form and is followed up within a reasonable period of time with a writing describing it and designating it as “confidential” or “proprietary”, or",Confidential Information may include verbally conveyed information.,Entailment,0
466,nda-11,Any attempt to disassemble or otherwise reverse engineer CONFIDENTIAL MATERIAL by the RECIPIENT or the transfer of CONFIDENTIAL MATERIAL to any other company or persons for any reason is strictly prohibited.,Receiving Party shall not reverse engineer any objects which embody Disclosing Party's Confidential Information.,Entailment,0
347,nda-20,"Upon request of Discloser or termination of this Agreement, Recipient shall return all Confidential Information, copies, extracts, or notes derived from Confidential Information to Discloser or certify, in writing, the destruction thereof.",Receiving Party may retain some Confidential Information even after the return or destruction of Confidential Information.,Contradiction,1
363,nda-10,“Confidential Information” will also include this Agreement.,Receiving Party shall not disclose the fact that Agreement was agreed or negotiated.,Entailment,0
267,nda-1,"For purposes of this Agreement, “Confidential Information” means any information of a confidential and/or proprietary nature first disclosed to the Recipient by the Disclosing Party in connection with discussions between the parties regarding the Project on, before or after the Effective Date, which information is either: (c) although not marked “CONFIDENTIAL” or verbally described to be confidential, Recipient reasonably should know the information is confidential and not generally known to the public.",All Confidential Information shall be expressly identified by the Disclosing Party.,Contradiction,1
220,nda-15,All information disclosed by the disclosing party to the receiving party is acknowledged by the receiving party: 4.2 not to confer any rights of whatever nature in such information to the receiving party.,Agreement shall not grant Receiving Party any right to Confidential Information.,Entailment,0
145,nda-13,"The obligations under Article 2 to keep confidential all Confidential Information or Proprietary Information shall not apply to the extent that the Member can prove that any of that information: b) is lawfully obtained by the Member from a third party without an obligation of confidentiality, provided that third party is not, to the ICC Court’s best knowledge, in breach of any obligation of confidentiality to the ICC Court relating to that information; or",Receiving Party may acquire information similar to Confidential Information from a third party.,Entailment,0
280,nda-17,"In respect to the Confidential Information, the Recipient hereby undertakes; 2.1.4 not at any time other than to the extent that is necessary for the Permitted Purpose to make copies of or reduce the Confidential Information to any electronic form or to store it in a database or other electronic media.",Receiving Party may create a copy of some Confidential Information in some circumstances.,Entailment,0
322,nda-16,,Receiving Party shall destroy or return some Confidential Information upon the termination of Agreement.,NotMentioned,0
223,nda-5,"2. The party receiving any Proprietary Information: c) shall not disclose or permit that said Proprietary Information be disclosed, in any manner whatsoever, other than to its directors, officers, employees, investment advisers, legal counsel or other agents (and for CAE, as applicable, a member of the CAE Group) who have a need to know, and this, only if it is strictly necessary to disclose said Proprietary Information to these persons for the Purpose.",Receiving Party may share some Confidential Information with some of Receiving Party's employees.,Entailment,0
192,nda-3,"""Confidential Information"" means non-public information which is disclosed orally, electronically, visually or in a document or other tangible form and which is by nature confidential or is identified confidential by a Party to this Agreement (hereinafter the “DISCLOSING PARTY”) or which, under the circumstances surrounding disclosure ought to be treated as confidential by the Party that receives such information (hereinafter “RECIPIENT”). Confidential Information includes, without limitation, information in tangible or intangible form relating to its installations, work and projects effectively carried out in such installations, accessible information by means of DISCLOSING PARTY's computer systems, including, without limitation,",Confidential Information may include verbally conveyed information.,Entailment,0
530,nda-7,"Each party will only disclose such information based on the Purpose to its professional advisors, employees and independent contractors who have a “need to know” such information, who are informed that the information is confidential and who are under obligations of confidentiality at least as stringent as those set forth herein.","Receiving Party may share some Confidential Information with some third-parties (including consultants, agents and professional advisors).",Entailment,0
158,nda-10,"1. The term “Confidential information” for the purpose of this Agreement shall mean the said Submissions and each concept, idea, game-play mechanic, set design, business model, and/or other element contained therein and any and all other proprietary and/or any other information and/or data which is provided and/or obtained hereunder weather in relation to the submission and/or otherwise, whether in writing, pictorially, in machine readable form, orally or by observation during their interactions/discussions, in connection with the Purpose or otherwise, including but not limited to, all intangible and tangible information, documents, data, papers, statements, any business/customer information and trade secrets relating to its business practices in connection with the Purpose or otherwise, and will form a part of the proprietary and confidential information weather disclosed by the Disclosing and/or Receiving Party.",Receiving Party shall not disclose the fact that Agreement was agreed or negotiated.,Entailment,0
385,nda-3,"Except as set forth below, ""Confidential Information"" shall mean and include any financial, operational, technical and other information relating to the present and future businesses and affairs of the party disclosing the information (the ""Disclosing Party""), which information is provided to the other party (the ""Receiving Party"") in connection with the business relationship provided in written, oral, graphic, pictorial or recorded form or stored on computer discs, hard drives, magnetic tape or digital or any other electronic medium (it being understood that oral communications will be confirmed in writing within three (3) working days).",Confidential Information may include verbally conveyed information.,Entailment,0
556,nda-16,"6. If either party determines not to proceed with the Transaction, then such party will promptly inform the other party of that decision and, in that case, or at any time upon the request of Disclosing Party or any of its Representatives, Receiving Party will, at the election of Disclosing Party, either (i) promptly destroy all copies of the written Confidential Information in its or its Representatives’ possession and confirm such destruction to Disclosing Party in writing, or (ii) promptly deliver to Disclosing Party at its own expense all Confidential Information, together with any copies thereof that may have been made) in its or its Representatives’ possession.",Receiving Party shall destroy or return some Confidential Information upon the termination of Agreement.,Entailment,0
143,nda-1,"In this deed, the term Confidential Information means any and all information disclosed by NostraData to the Confidant in any form (including verbally, electronically, visually, in writing or in any other tangible form, and all copies of any such information), which is identified as, notified as being, or which would be reasonably expected to be, confidential or proprietary to NostraData.",All Confidential Information shall be expressly identified by the Disclosing Party.,Contradiction,1
438,nda-13,"Evaluation Material shall not include, however, information which (iii) becomes available to the Receiving Party on a nonconfidential basis from a person other than the Disclosing Party or its Representatives who is not otherwise bound by a confidentiality agreement with the Disclosing Party or any of its Representatives, or is otherwise not known to the Receiving Party to be under an obligation to the Disclosing Party or any of its Representatives not to transmit the information to the Receiving Party; or",Receiving Party may acquire information similar to Confidential Information from a third party.,Entailment,0
437,nda-19,,Some obligations of Agreement may survive termination of Agreement.,NotMentioned,0
272,nda-11,,Receiving Party shall not reverse engineer any objects which embody Disclosing Party's Confidential Information.,NotMentioned,0
109,nda-15,"Nothing in this Agreement is intended to grant any new or additional rights under any patent, copyright or trademark, nor shall this Agreement grant the Parties any new or additional rights in or to the Confidential Information, except the limited right to review and use such Confidential Information for the purpose outlined herein. As between the Parties, all Confidential Information shall remain the property of the FSMA Disclosing Party. Recipient agrees not to assert any claim of ownership to the Confidential Information of the Disclosing Party or any portion thereof.",Agreement shall not grant Receiving Party any right to Confidential Information.,Entailment,0
360,nda-19,"Each Receiving Party’s obligations under the Agreement will survive termination of the Agreement and will continue until the end of the Confidentiality Term. Disclosures of Confidential Information pursuant to the Agreement are to be made only during the Agreement Term as defined in Section 3 of the NDA; provided, however, the obligations of the Agreement will survive until the end of the Confidentiality Term.",Some obligations of Agreement may survive termination of Agreement.,Entailment,0
263,nda-16,,Receiving Party shall destroy or return some Confidential Information upon the termination of Agreement.,NotMentioned,0
377,nda-16,"Upon termination of this Agreement, or earlier upon Discloser’s request, Recipient shall promptly return or destroy all documents and tangible items in its possession which contain any part of the Confidential Information of Discloser.",Receiving Party shall destroy or return some Confidential Information upon the termination of Agreement.,Entailment,0
538,nda-13,"The Confidential Information shall not include information that the Receiving Party can demonstrate (d) is disclosed to the Receiving Party by a third party, to the Receiving Party’s knowledge, not bound by any duty or obligation of confidentiality on a non-confidential basis.",Receiving Party may acquire information similar to Confidential Information from a third party.,Entailment,0
145,nda-20,Disposal means execution of reasonable measures to return or destroy all materials and copies including electronic data.,Receiving Party may retain some Confidential Information even after the return or destruction of Confidential Information.,Contradiction,1
603,nda-20,,Receiving Party may retain some Confidential Information even after the return or destruction of Confidential Information.,NotMentioned,0
161,nda-13,"Confidential Information does not include, and the obligations under Section 2 shall not apply to, information that such Recipient can evidence: (c) is received in good faith by Recipient from a third party, free of any obligation of confidentiality;",Receiving Party may acquire information similar to Confidential Information from a third party.,Entailment,0
170,nda-18,,Receiving Party shall not solicit some of Disclosing Party's representatives.,NotMentioned,0
151,nda-12,"“Confidential Information” means all financial, business and other information, in whatever form or medium (whether written, oral or electronic), including, without limitation, any trade secrets, processes, financial data, technical data and documentation, strategic planning, product/service specifications, prototypes, computer programs, drawings, models, customer information and marketing data that is furnished or disclosed by a Disclosing Party to the Receiving Party solely in connection with the Evaluation, except that such term will not include (iv) information independently developed by the Receiving Party without reliance upon the Confidential Information of the Disclosing Party and Further, the terms of this Agreement shall not be construed to limit either party's right to independently develop or acquire products, functionality or services of the same type as may be included within any Confidential Information or to enter into any business transaction with any other company which owns or has rights to any such similar products or services, as long as such right is exercised without the use of any other party's Confidential Information in violation of this Agreement.",Receiving Party may independently develop information similar to Confidential Information.,Entailment,0
414,nda-7,"Moreover, we agree to reveal the Information only to our agents, representatives and employees who need to know the Information for the purpose of evaluating the transaction described above, who are informed by us of the confidential nature of the Information and who shall agree in writing to act in accordance with the terms and conditions of this Agreement.","Receiving Party may share some Confidential Information with some third-parties (including consultants, agents and professional advisors).",Entailment,0
453,nda-4,4. The Receiving Party agrees that: (i) the Information shall be used solely for the purpose described in the preamble to this Agreement; (ii) it will not use any Information disclosed hereunder for any other purpose; and,Receiving Party shall not use any Confidential Information for any purpose other than the purposes stated in Agreement.,Entailment,0
320,nda-18,,Receiving Party shall not solicit some of Disclosing Party's representatives.,NotMentioned,0
538,nda-17,,Receiving Party may create a copy of some Confidential Information in some circumstances.,NotMentioned,0
525,nda-10,"Subject to Section 5, each Company agrees that, without the prior written consent of the other Company, such Company will not, and it will cause its Representatives not to, disclose to any other Person (i) that Evaluation Material has been exchanged between the Companies, (ii) that discussions or negotiations are taking place between the Companies concerning a Possible Transaction or (iii) any of the terms, conditions or other facts with respect thereto (including the status thereof).",Receiving Party shall not disclose the fact that Agreement was agreed or negotiated.,Entailment,0
250,nda-10,"“Confidential Information:” means all confidential information (however recorded, preserved or disclosed) disclosed by a Party or its Representatives to the other Party and that Party's Representatives including but not limited to: the fact that discussions and negotiations are taking place concerning the Purpose and the status of those discussions and negotiations; any information that would be regarded as confidential by a reasonable business person relating to: 2.6 No Party shall make, or permit any person to make, any public announcement concerning this Agreement, the Purpose or its prospective interest in the Purpose without the prior written consent of the other Party (such consent not to be unreasonably withheld or delayed) except as required by law or any governmental or regulatory authority (including, without limitation, any relevant securities exchange) or by any Court or other authority of competent jurisdiction.",Receiving Party shall not disclose the fact that Agreement was agreed or negotiated.,Entailment,0
195,nda-12,"Such obligation of confidentiality shall not apply to Confidential Information: (d) in respect of which it can be established, by competent contemporaneous written evidence, that the same was developed by the Recipient independently of such disclosure; or",Receiving Party may independently develop information similar to Confidential Information.,Entailment,0
223,nda-1,"Where practical, the disclosing party may have the Proprietary Information identified as “Proprietary” or “Confidential” with an appropriate legend, marking, stamp or other obvious written identification.",All Confidential Information shall be expressly identified by the Disclosing Party.,Entailment,0
518,nda-11,,Receiving Party shall not reverse engineer any objects which embody Disclosing Party's Confidential Information.,NotMentioned,0
186,nda-16,,Receiving Party shall destroy or return some Confidential Information upon the termination of Agreement.,NotMentioned,0
219,nda-5,"Each party agrees to treat Confidential Information disclosed to it by the other with the same degree of care as it does in protecting its own confidential and proprietary information, and the Confidential Information shall be disclosed within the recipient party only on a need-to-know basis.",Receiving Party may share some Confidential Information with some of Receiving Party's employees.,Entailment,0
531,nda-1,,All Confidential Information shall be expressly identified by the Disclosing Party.,NotMentioned,0
366,nda-2,"WHEREAS the Parties agree that Confidential Information of a Party might include, but not be limited to that Party’s: (1) business plans, methods, and practices; (2) personnel, customers, and suppliers;",Confidential Information shall only include technical information.,Contradiction,1
424,nda-8,,"Receiving Party shall notify Disclosing Party in case Receiving Party is required by law, regulation or judicial process to disclose any Confidential Information.",NotMentioned,0
332,nda-5,"In consideration of KWSH's disclosure of Confidential Information (including any part thereof), and subject to the exceptions hereinafter provided, the Participant hereby agrees and undertakes: (a) not to directly or indirectly disclose or make available any Confidential Information, in whole or in part, to any person or party who is not expressly authorised to receive such information pursuant to or in accordance with the terms of this Agreement; The Participant may disclose Confidential Information: (c) to such of its officers, employees and/or professional advisors who need to know the same for the purpose(s) of this Agreement or for seeking advice on any matter arising out of this Agreement provided that the Participant shall ensure that any of its officers, employees and professional advisors to whom Confidential Information is to be disclosed are made aware of and agree to abide by the terms of this Agreement before any disclosure to them is made.",Receiving Party may share some Confidential Information with some of Receiving Party's employees.,Entailment,0
416,nda-13,"(i) The obligations of the above paragraph ""2"" shall not apply to any information which: (c) is received independently from a third party who is free to disclose such information to the Receiving Party; or",Receiving Party may acquire information similar to Confidential Information from a third party.,Entailment,0
614,nda-10,"Except where such disclosure is requested or required by Law (and then subject to the applicable terms of Section 3 above), without the prior written consent of the other party, each of the Disclosing Party and the Recipient will not, and each will direct its Representatives not to, disclose to any person or entity (other than its Representatives) (a) that the Confidential Information has been made available to the Recipient or its Representatives, (b) that investigations, discussions or negotiations are taking or have taken place concerning a Possible Transaction, or (c) any terms or other facts with respect to the Possible Transaction, including the status or existence thereof.",Receiving Party shall not disclose the fact that Agreement was agreed or negotiated.,Entailment,0
369,nda-12,"(b) Notwithstanding anything in the foregoing to the contrary, Confidential Information shall not include information which: (e) is or has been independently developed by employees, consultants or agents of the Receiving Party without violation of the terms of this Agreement, as evidenced by the Receiving Party’s records, and without reference or access to any Confidential Information.",Receiving Party may independently develop information similar to Confidential Information.,Entailment,0
562,nda-7,"As a condition to such information being furnished to each party and its controlled subsidiaries, directors, officers, employees, agents or advisors (including, without limitation, attorneys, accountants, consultants, bankers and financial advisors) (collectively, “Representatives”), each party agrees to treat any nonpublic information concerning the other party (whether prepared by the disclosing party, its Representatives or otherwise and irrespective of the form of communication) that is furnished hereunder to a party or to its The receiving party shall hold the disclosing party’s Evaluation Material strictly confidential and shall not disclose such Evaluation Material in any manner to, or permit the use thereof by, any person or entity other than its Representatives that who in each case have a “need to know” (as defined below) or have access to such Evaluation Material in order to perform their responsibilities in connection with the Transaction and who are subject to obligations of confidentiality substantially similar to those imposed by this Agreement.","Receiving Party may share some Confidential Information with some third-parties (including consultants, agents and professional advisors).",Entailment,0
178,nda-2,,Confidential Information shall only include technical information.,NotMentioned,0
172,nda-1,,All Confidential Information shall be expressly identified by the Disclosing Party.,NotMentioned,0
472,nda-8,,"Receiving Party shall notify Disclosing Party in case Receiving Party is required by law, regulation or judicial process to disclose any Confidential Information.",NotMentioned,0
191,nda-15,All Confidential Information is and shall remain the property of the Disclosing Party. The parties acknowledge that all Confidential Information is the sole property of the Disclosing Party and that the Receiving Party shall not acquire any proprietary interest in the Confidential Information.,Agreement shall not grant Receiving Party any right to Confidential Information.,Entailment,0
386,nda-3,,Confidential Information may include verbally conveyed information.,NotMentioned,0
441,nda-15,"No other rights, and particularly licenses, trademarks, inventions, copyrights, patents, or any other intellectual property rights are implied or granted under the Credit Agreement or this Agreement or by the conveying of Proprietary Information between the parties. All Proprietary Information, unless otherwise specified in writing, (a) remains the property of the Discloser, and",Agreement shall not grant Receiving Party any right to Confidential Information.,Entailment,0
139,nda-11,,Receiving Party shall not reverse engineer any objects which embody Disclosing Party's Confidential Information.,NotMentioned,0
194,nda-18,,Receiving Party shall not solicit some of Disclosing Party's representatives.,NotMentioned,0
384,nda-11,"8. The Receiving Party will, to the maximum extent permitted by applicable law, refrain from disassembling or decompiling software, or otherwise attempting to reverse engineer the design and function of any of the Confidential Information.",Receiving Party shall not reverse engineer any objects which embody Disclosing Party's Confidential Information.,Entailment,0
459,nda-10,,Receiving Party shall not disclose the fact that Agreement was agreed or negotiated.,NotMentioned,0
268,nda-18,,Receiving Party shall not solicit some of Disclosing Party's representatives.,NotMentioned,0
279,nda-12,"2. Without granting any right or license, the Disclosing Party agrees that the foregoing shall not apply with respect to any information after five years following the disclosure thereof or any information that the Receiving Party can document (iv) was independently developed without use of any Proprietary Information of the Disclosing Party.",Receiving Party may independently develop information similar to Confidential Information.,Entailment,0
568,nda-11,,Receiving Party shall not reverse engineer any objects which embody Disclosing Party's Confidential Information.,NotMentioned,0
198,nda-7,"Neither party shall provide a third party with copies or duplicates of the confidential information disclosed by the other party or its representative, whether intentionally or not, unless the disclosure is allowed by a written consent singed by the other party.","Receiving Party may share some Confidential Information with some third-parties (including consultants, agents and professional advisors).",Contradiction,1
431,nda-10,"Recipient will not, without the prior written consent of Premisys, disclose to any third party (except as permitted by the terms of this Agreement) the fact that any Confidential Information has been disclosed hereunder, that discussions or negotiations are taking place concerning a possible transaction involving the parties or any of the terms, conditions or other facts with respect thereto (including the status thereof); PROVIDED, HOWEVER, that Recipient (and its Representatives) may make such disclosure if, in the reasonable opinion of counsel for such party, such disclosure is required by law, regulation or any stock exchange or the Nasdaq National Market.",Receiving Party shall not disclose the fact that Agreement was agreed or negotiated.,Entailment,0
159,nda-7,,"Receiving Party may share some Confidential Information with some third-parties (including consultants, agents and professional advisors).",NotMentioned,0
468,nda-2,"1. ""Proprietary Information"" is confidential and proprietary information relating to: 1) Protection of employee medical records relative to drug testing results, 2) Protection of medical records relative to infectious disease testing, 3) Protection of genetic testing records, and 4) Biometric identification of patients and results in the fields of pharmacy, blood banking, radiology and laboratory specimens; and related projects.",Confidential Information shall only include technical information.,Contradiction,1
204,nda-7,"The Recipient will not disclose any Confidential Information to third parties except those directors, officers, employees, consultants and agents of Recipient who are required to have the information in order to carry out the purpose set forth in Section 1 of this Agreement.","Receiving Party may share some Confidential Information with some third-parties (including consultants, agents and professional advisors).",Entailment,0
385,nda-17,,Receiving Party may create a copy of some Confidential Information in some circumstances.,NotMentioned,0
145,nda-7,,"Receiving Party may share some Confidential Information with some third-parties (including consultants, agents and professional advisors).",NotMentioned,0
34,nda-16,"5. All Confidential Information in any form and any medium, including all copies thereof, disclosed to the Recipient shall be returned to UNHCR or destroyed: (a) if a business relationship is not entered into with UNHCR on or before the date which is three (3) months after the date both Parties have signed the Agreement; or",Receiving Party shall destroy or return some Confidential Information upon the termination of Agreement.,Entailment,0
524,nda-11,,Receiving Party shall not reverse engineer any objects which embody Disclosing Party's Confidential Information.,NotMentioned,0
430,nda-2,"Selling Shareholder shall not, without the prior written approval of Dollar Tree, at any time copy, reproduce, disclose or divulge to any third party, use or permit others to use any confidential information of SAI or Dollar Tree (including financial information, sources of supplies and materials, prospective and existing expansion programs, joint ventures and affiliate agreements, business systems and marketing methods, and all business affairs). During the Restricted Period, Selling Shareholder shall keep secret and retain in strictest confidence, and shall not use for the benefit of Selling Shareholder, Selling Shareholder's affiliate, or others, all confidential matters of the Business or of Dollar Tree, including trade secrets, details of supplier contracts, lease provisions and terms, operational methods and marketing plans or strategies.",Confidential Information shall only include technical information.,Contradiction,1
169,nda-4,The Recipient shall use the Confidential Information provided by the Disclosing Party solely for the Purpose and for no other purpose. The Recipient shall not disclose the Confidential Information of the Disclosing Party to any third party nor access or use such Confidential Information other than solely for the Purpose.,Receiving Party shall not use any Confidential Information for any purpose other than the purposes stated in Agreement.,Entailment,0
201,nda-4,Buyer and its Representatives shall use the Confidential Materials solely for the purpose of evaluating a possible transaction with Owner.,Receiving Party shall not use any Confidential Information for any purpose other than the purposes stated in Agreement.,Entailment,0
463,nda-3,"1.1 ""Confidential Information"" means any and all information disclosed by Owner that is identified as ""confidential"" or ""proprietary,"" either by legend on written or electronically stored material, or in advance if disclosed verbally.",Confidential Information may include verbally conveyed information.,Entailment,0
189,nda-16,,Receiving Party shall destroy or return some Confidential Information upon the termination of Agreement.,NotMentioned,0
131,nda-18,,Receiving Party shall not solicit some of Disclosing Party's representatives.,NotMentioned,0
494,nda-11,,Receiving Party shall not reverse engineer any objects which embody Disclosing Party's Confidential Information.,NotMentioned,0
459,nda-19,The obligations of this Section shall continue beyond the termination of my employment with respect to such Inventions conceived of or made by me during the term of this Agreement. My obligations under this Agreement shall survive the termination of my relationship with the Company regardless of the manner of such termination.,Some obligations of Agreement may survive termination of Agreement.,Entailment,0
377,nda-7,,"Receiving Party may share some Confidential Information with some third-parties (including consultants, agents and professional advisors).",NotMentioned,0
541,nda-13,Confidential Information shall not include any information that: (c) is lawfully received by the Recipient from a third party without restriction and without breach of this agreement or any other agreement;,Receiving Party may acquire information similar to Confidential Information from a third party.,Entailment,0
518,nda-3,,Confidential Information may include verbally conveyed information.,NotMentioned,0
160,nda-19,"In any event, however, the obligations of each party to maintain the confidentiality of the Information it has received under this Agreement shall continue for the later to occur of (i) a period of three (3) years after such termination, or (ii) if this Agreement is incorporated by reference into another agreement between the parties, the term, including extensions, of that agreement, plus three (3) years.",Some obligations of Agreement may survive termination of Agreement.,Entailment,0
201,nda-15,"As part of Buyer’s agreement to accept and use the Confidential Materials and Audit as such use is defined herein, and as consideration for the release of the Confidential Materials by Owner, BUYER HEREBY WAIVES ANY AND ALL ACTUAL OR POTENTIAL RIGHTS, CLAIMS, CAUSES OF ACTION OR DEMAND BUYER MIGHT HAVE REGARDING ANY FORM OF WARRANTY, EXPRESS OR IMPLIED, OF ANY KIND OR TYPE, RELATING TO THE CONFIDENTIAL MATERIALS.",Agreement shall not grant Receiving Party any right to Confidential Information.,Entailment,0
154,nda-2,"Confidential Information includes, but is not limited to, formulations, know-how, manufacturing processes, inventions, products, processes, techniques, compositions, compounds, plans, practices, drawings, prototypes, recordings, instructions, manuals, papers or other materials in whatever form or nature;",Confidential Information shall only include technical information.,Contradiction,1
463,nda-19,All obligations of confidentiality shall survive such termination.,Some obligations of Agreement may survive termination of Agreement.,Entailment,0
346,nda-1,"""Confidential Information"" means all confidential information (however recorded, preserved or disclosed) disclosed or made available by the Discloser or any of its Representatives to the Recipient or any of its Representatives including but not limited to: (a) any information that is marked, or at the time of disclosure is otherwise designated, as being confidential; (b) any information that would be regarded as confidential by a reasonable business person on or relating to: (i) the business, affairs, customers, clients, suppliers, plans, intentions, or market opportunities of the Discloser; or",All Confidential Information shall be expressly identified by the Disclosing Party.,Contradiction,1
256,nda-16," Volunteer further agrees that upon termination of service with CCPDT, Volunteer shall return within ten (10) business days all documents, files, electronic or otherwise, and property comprising Confidential Information of CCPDT and all copies, electronic or otherwise, thereof relating in any way to the Certification Council for Professional Dog Trainers’ business, or in any way obtained during the course of service.",Receiving Party shall destroy or return some Confidential Information upon the termination of Agreement.,Entailment,0
409,nda-10,"Accordingly, unless required by applicable law, including applicable securities laws that counsel has advised you require disclosure of Evaluation Materials, you agree that without the prior written consent of the Company, you will not, and you will direct your representatives not to, disclose to any person either the fact that you have been provided access to the Evaluation Materials or that discussions or negotiations are taking place concerning a Possible Transaction between you and the Company as a result thereof, or any of the terms, conditions or other facts with respect to any such Possible Transaction, including the status thereof.",Receiving Party shall not disclose the fact that Agreement was agreed or negotiated.,Entailment,0
349,nda-20,"Any materials or documents of the Disclosing Party that are furnished to the Recipient, and all copies thereof, at the earlier of the Disclosing Party’s request for return of the materials, or the termination of the business relationship between the Disclosing Party and the Recipient, at the Disclosing Party’s option, will either be (subject to the Disclosing Party’s reasonable instructions): (i) promptly returned to the Disclosing Party and/or (ii) destroyed by the Recipient, including materials stored on the Recipient’s computing environment, or electronic storage media, to the extent technically feasible (with the Recipient providing written certification of such destruction).",Receiving Party may retain some Confidential Information even after the return or destruction of Confidential Information.,Contradiction,1
448,nda-20,"6. All Confidential Information shall remain the property of the disclosing party, and upon the written request of either party, the other party shall promptly return to the disclosing party all Confidential Information disclosed to it and all copies thereof or at the disclosing party's option shall destroy all such Confidential Information and shall provide the receiving party with a certificate that all Confidential Information has been destroyed.",Receiving Party may retain some Confidential Information even after the return or destruction of Confidential Information.,Contradiction,1
454,nda-4,"The CONFIDENTIAL INFORMATION is disclosed in confidence so that HUCOM may evaluate and use CONFIDENTIAL INFORMATION for the purpose of assisting VASCO in the commercial exploitation thereof. HUCOM further agrees not to make any use of the CONFIDENTIAL INFORMATION other than for the above-mentioned purpose(s) and will not disclose CONFIDENTIAL INFORMATION to any other person without the prior written consent of VASCO, except that if HUCOM is a corporation, CONFIDENTIAL INFORMATION may be disclosed to a person within the company on a need-to-know basis.",Receiving Party shall not use any Confidential Information for any purpose other than the purposes stated in Agreement.,Entailment,0
322,nda-17,"5. You will not copy or attempt to make copies (written, photocopied, or otherwise) of any Exam Material, including, without limitation, any exam questions or answers;",Receiving Party may create a copy of some Confidential Information in some circumstances.,Contradiction,1
109,nda-1,,All Confidential Information shall be expressly identified by the Disclosing Party.,NotMentioned,0
483,nda-4,"2. The Receiving Party agrees: a. that with respect to Information, a confidential relationship is established between the Parties, and that Receiving Party shall use Information only for the purpose set forth above;",Receiving Party shall not use any Confidential Information for any purpose other than the purposes stated in Agreement.,Entailment,0
376,nda-16,,Receiving Party shall destroy or return some Confidential Information upon the termination of Agreement.,NotMentioned,0
327,nda-10,"The Recipient will not, without the written consent of the City, disclose to any third party either the fact that discussions or negotiations are taking place concerning the Transactions or any of the terms, conditions or other facts with respect to the Transactions including the status thereof or the subject matter of this Agreement, provided, however, that nothing herein will prevent the Recipient from making such disclosure",Receiving Party shall not disclose the fact that Agreement was agreed or negotiated.,Entailment,0
149,nda-15,"9) Nothing contained in this Non-Disclosure Agreement shall, by express grant, implication, estoppel or otherwise, create in either Party any right, title, interest, or license in or to the Proprietary Information, inventions, patents, technical data, computer software, or software documentation of the other Party.",Agreement shall not grant Receiving Party any right to Confidential Information.,Entailment,0
182,nda-16,,Receiving Party shall destroy or return some Confidential Information upon the termination of Agreement.,NotMentioned,0
115,nda-1,"“Confidential Information” shall also include any other information, document or thing that GTC marks or labels as “Confidential.",All Confidential Information shall be expressly identified by the Disclosing Party.,Contradiction,1
530,nda-15,"5. The parties recognize and agree that nothing contained in this Agreement shall be construed as granting any property rights, by license or otherwise, to any Confidential Information of the other party disclosed pursuant to this Agreement, or to any invention or any trade secret, patent, copyright, trademark, or other intellectual property right associated with such Confidential Information.",Agreement shall not grant Receiving Party any right to Confidential Information.,Entailment,0
431,nda-15,"Nothing contained in this Agreement will be construed as granting any rights to Recipient, by license or otherwise, to any of Premisys' Confidential Information except as expressly specified in this Agreement.",Agreement shall not grant Receiving Party any right to Confidential Information.,Entailment,0
206,nda-7,"Recipient acknowledges that the Discloser’s Confidential Information is a special, valuable and a unique asset, and agrees that for a period of three (3) years following the receipt of the Confidential Information it shall: (b) restrict dissemination of Confidential Information to only its employees, contractors, or agents who are directly participating in the Authorized Purpose, who have a need to know the Confidential Information, and who are bound by a duty of confidentiality under terms no less restrictive than contained herein concerning the use of Confidential Information, and","Receiving Party may share some Confidential Information with some third-parties (including consultants, agents and professional advisors).",Entailment,0
